id,load_time_sec,init_time_sec,run_time_sec,final_precision,end_condition,n_states,n_obs,n_actions,discount,date,r,sigma_m,K,C,sigma_g,discount.1,model,precision,memory,timeout,timeInterval,max_state,max_obs,max_action,min_state,min_obs,min_action
30629c2d3ef,0.57,126.98,50873.9,0.013881,  Preset timeout reached,50,50,50,0.99,2016-12-31 20:59:38,0.2,0.2,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
30829c2d3ef,0.55,127.94,50879.4,0.0415361,  Preset timeout reached,50,50,50,0.99,2016-12-31 20:59:45,0.15,0.2,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
31329c2d3ef,0.61,117.4,51001.6,0.0142153,  Preset timeout reached,50,50,50,0.99,2016-12-31 21:01:47,0.075,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
30029c2d3ef,0.57,126.43,51007.7,0.0133804,  Preset timeout reached,50,50,50,0.99,2016-12-31 21:02:00,0.15,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
31129c2d3ef,0.56,120.72,51068.7,0.0374855,  Preset timeout reached,50,50,50,0.99,2016-12-31 21:02:53,0.125,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
31229c2d3ef,0.66,129.19,51169,0.032065,  Preset timeout reached,50,50,50,0.99,2016-12-31 21:04:34,0.1,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
30f29c2d3ef,0.65,127.39,51286.5,0.0214102,  Preset timeout reached,50,50,50,0.99,2016-12-31 21:06:31,0.175,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
30c29c2d3ef,0.55,113.06,51306.6,0.0173716,  Preset timeout reached,50,50,50,0.99,2016-12-31 21:06:53,0.05,0.2,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
30f6d2cc3ab,0.66,54.16,54.17,1.89848e-14,  target precision reached,50,50,50,0.99,2016-12-31 21:07:49,0.025,0.5,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
31029c2d3ef,0.7,138.83,51417.4,0.0782105,  Preset timeout reached,50,50,50,0.99,2016-12-31 21:08:41,0.15,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
30229c2d3ef,0.57,112.03,51601.6,0.00141733,  Preset timeout reached,50,50,50,0.99,2016-12-31 21:11:57,0.1,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
30e29c2d3ef,0.59,126.75,51904.5,0.029996,  Preset timeout reached,50,50,50,0.99,2016-12-31 21:16:51,0.2,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
30d6d2cc3ab,0.55,114.01,51980.3,0.0515275,  Preset timeout reached,50,50,50,0.99,2016-12-31 21:19:29,0.075,0.5,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
3056d2cc3ab,0.62,108.71,52649,0.027813,  Preset timeout reached,50,50,50,0.99,2016-12-31 21:30:14,0.075,0.4,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
2ff29c2d3ef,0.66,112.35,53471.2,0.00327708,  Preset timeout reached,50,50,50,0.99,2016-12-31 21:43:05,0.175,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
2ff6d2cc3ab,0.59,72.83,72.84,-2.99524e-07,  target precision reached,50,50,50,0.99,2016-12-31 21:44:41,0.025,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
3036d2cc3ab,0.62,88.5,51423.8,0.0533501,  Preset timeout reached,50,50,50,0.99,2017-01-01 11:07:03,0.125,0.4,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
3046d2cc3ab,0.62,107.43,51607.5,0.0501419,  Preset timeout reached,50,50,50,0.99,2017-01-01 11:08:45,0.1,0.4,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
3096d2cc3ab,0.63,117.36,51608.9,0.0576858,  Preset timeout reached,50,50,50,0.99,2017-01-01 11:13:53,0.175,0.5,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
30a6d2cc3ab,0.6,133.35,51841.6,0.145677,  Preset timeout reached,50,50,50,0.99,2017-01-01 11:14:14,0.15,0.5,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
30b6d2cc3ab,0.86,88.99,51769.8,0.0705518,  Preset timeout reached,50,50,50,0.99,2017-01-01 11:14:36,0.125,0.5,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
2fe6d2cc3ab,0.67,114.97,51772.7,0.0331746,  Preset timeout reached,50,50,50,0.99,2017-01-01 11:14:53,0.05,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
3016d2cc3ab,0.64,115.21,52024,0.0395072,  Preset timeout reached,50,50,50,0.99,2017-01-01 11:15:40,0.175,0.4,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
3086d2cc3ab,0.63,123.66,51513,0.0716712,  Preset timeout reached,50,50,50,0.99,2017-01-01 11:18:19,0.2,0.5,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
3006d2cc3ab,0.6,126.39,51621.6,0.0512915,  Preset timeout reached,50,50,50,0.99,2017-01-01 11:22:23,0.2,0.4,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
30c6d2cc3ab,0.6,107.47,51416.6,0.0672509,  Preset timeout reached,50,50,50,0.99,2017-01-01 11:23:50,0.1,0.5,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
3066d2cc3ab,0.63,115.81,51990.5,0.0501626,  Preset timeout reached,50,50,50,0.99,2017-01-01 11:26:08,0.05,0.4,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
3026d2cc3ab,0.57,129.59,51258.8,0.117537,  Preset timeout reached,50,50,50,0.99,2017-01-01 11:26:17,0.15,0.4,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
30e6d2cc3ab,0.62,116.53,51957.3,0.0652743,  Preset timeout reached,50,50,50,0.99,2017-01-01 11:42:48,0.05,0.5,0.9903371,NA,0.01720091,0.99,ricker,1e-12,5344948.72727273,50000,5000,1.2,1.2,1.2,0,0,0
