0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187.946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194.381,182.808,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198.624,193.723,13.8336,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201.725,199.101,192.157,5.68393,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204.274,202.482,199.848,134.547,6.67529,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.429,204.856,203.457,200.146,32.8468,7.67529,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208.259,206.917,205.85,204.456,184.556,27.448,8.67529,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.864,208.833,207.918,206.854,205.276,167.195,28.0277,9.67529,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.336,210.619,209.836,208.917,207.789,205.495,164.204,29.0165,10.6789,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.717,212.281,211.621,210.834,209.826,209.025,205.502,164.744,77.6255,11.6789,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.027,213.815,213.281,212.619,211.74,211.024,209.801,206.313,198.971,78.6255,12.8483,11,11,11,11,11,11,11,11,11,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215.269,215.227,214.813,214.28,213.531,212.863,211.891,210.791,209.526,199.97,165.267,13.8483,12,12,12,12,12,12,12,12,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216.443,216.522,216.224,215.813,215.2,214.606,213.787,212.91,212.069,210.515,208.259,166.266,14.6789,13,13,13,13,13,13,13,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.542,217.706,217.519,217.224,216.745,216.249,215.561,214.819,214.083,213.039,211.664,209.257,81.6255,15.8483,14,14,14,14,14,14,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218.566,218.784,218.703,218.519,218.171,217.776,217.222,216.593,215.948,215.032,214.121,212.651,202.971,168.267,26.1955,15,15,15,15,15,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.519,219.765,219.783,219.703,219.483,219.188,218.764,218.246,217.704,216.88,216.163,215.088,213.527,211.259,206.543,17.8483,16,16,16,16,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220.395,220.658,220.766,220.783,220.685,220.489,220.187,219.777,219.341,218.631,218.015,217.117,216.069,214.673,212.539,170.26,18.6789,17,17,17,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.2,221.464,221.662,221.766,221.779,221.683,221.494,221.192,220.853,220.275,219.732,218.979,218.074,217.157,215.732,213.255,85.6232,19.8483,18,18,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.933,222.195,222.472,222.662,222.775,222.773,222.691,222.495,222.247,221.799,221.336,220.716,219.923,219.205,218.265,216.731,206.976,172.266,20.6789,19,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222.595,222.851,223.206,223.472,223.681,223.769,223.781,223.689,223.528,223.206,222.83,222.336,221.663,221.04,220.291,219.259,217.605,215.263,87.5939,21.8482,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.193,223.439,223.866,224.206,224.499,224.678,224.773,224.779,224.704,224.502,224.218,223.838,223.292,222.745,222.098,221.272,220.25,218.731,208.967,174.149,32.1955,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.725,223.964,224.456,224.865,225.241,225.501,225.677,225.771,225.778,225.691,225.502,225.23,224.804,224.345,223.79,223.071,222.266,221.262,219.61,217.305,212.55,173.055,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224.197,224.427,224.984,225.456,225.907,226.25,226.494,226.676,226.758,226.777,226.687,226.515,226.204,225.839,225.382,224.763,224.062,223.278,222.259,220.66,218.614,215.381,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224.609,224.836,225.45,225.984,226.503,226.924,227.235,227.494,227.654,227.769,227.771,227.697,227.495,227.228,226.866,226.362,225.746,225.072,224.274,223.092,221.768,219.619,0,210.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224.966,225.191,225.861,226.449,227.038,227.529,227.901,228.237,228.466,228.673,228.763,228.777,228.684,228.512,228.243,227.855,227.336,226.753,226.068,225.183,224.327,222.678,0,217.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225.277,225.497,226.217,226.86,227.509,228.071,228.498,228.905,229.203,229.492,229.67,229.764,229.771,229.694,229.517,229.239,228.823,228.343,227.75,227.069,226.379,225.143,0,221.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225.542,225.762,226.524,227.217,227.926,228.55,229.032,229.503,229.867,230.236,230.491,230.664,230.765,230.774,230.691,230.518,230.208,229.83,229.339,228.792,228.183,227.23,0,224.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225.764,225.987,226.79,227.524,228.288,228.974,229.504,230.039,230.463,230.906,231.239,231.479,231.675,231.762,231.768,231.694,231.491,231.215,230.824,230.384,229.849,229.077,0,227.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225.947,226.175,227.016,227.79,228.6,229.342,229.921,230.513,230.998,231.506,231.911,232.219,232.498,232.664,232.754,232.771,232.676,232.498,232.207,231.859,231.41,230.774,0,229.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.096,226.33,227.205,228.016,228.871,229.66,230.283,230.932,231.47,232.044,232.515,232.885,233.248,233.482,233.656,233.756,233.764,233.682,233.489,233.229,232.871,232.358,0,231.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.214,226.456,227.361,228.205,229.102,229.935,230.596,231.295,231.887,232.519,233.057,233.482,233.923,234.226,234.476,234.657,234.76,234.767,234.674,234.499,234.237,233.834,0,232.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.301,226.555,227.487,228.36,229.295,230.17,230.867,231.609,232.25,232.94,233.535,234.017,234.528,234.896,235.222,235.475,235.672,235.761,235.761,235.672,235.506,235.21,0,234.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.361,226.628,227.587,228.487,229.454,230.366,231.098,231.882,232.564,233.305,233.958,234.49,235.071,235.497,235.895,236.218,236.5,236.67,236.757,236.751,236.68,236.489,0,235.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.397,226.679,227.66,228.586,229.583,230.528,231.291,232.113,232.836,233.621,234.326,234.908,235.551,236.037,236.499,236.889,237.252,237.495,237.67,237.739,237.759,237.672,0,237.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.409,226.709,227.711,228.66,229.685,230.66,231.45,232.307,233.067,233.894,234.644,235.271,235.975,236.514,237.041,237.491,237.931,238.245,238.498,238.645,238.748,238.759,0,238.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.397,226.719,227.742,228.711,229.761,230.763,231.58,232.467,233.261,234.127,234.919,235.584,236.344,236.936,237.52,238.031,238.539,238.92,239.253,239.468,239.655,239.756,0,239.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.363,226.709,227.751,228.741,229.812,230.84,231.682,232.597,233.421,234.322,235.154,235.856,236.662,237.303,237.944,238.508,239.085,239.527,239.932,240.217,240.478,240.668,0,240.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.313,226.68,227.742,228.751,229.844,230.893,231.758,232.699,233.551,234.483,235.35,236.088,236.938,237.62,238.313,238.931,239.567,240.07,240.542,240.892,241.227,241.496,0,241.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.241,226.639,227.712,228.741,229.854,230.924,231.809,232.775,233.653,234.614,235.512,236.281,237.173,237.895,238.631,239.298,239.993,240.55,241.09,241.499,241.903,242.248,0,242.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226.15,226.578,227.671,228.712,229.844,230.935,231.841,232.827,233.729,234.716,235.643,236.441,237.369,238.13,238.907,239.615,240.363,240.975,241.573,242.043,242.51,242.926,0,243.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
