id,load_time_sec,init_time_sec,run_time_sec,final_precision,end_condition,n_states,n_obs,n_actions,discount,date,r,sigma_m,K,C,sigma_g,discount.1,model,precision,memory,timeout,timeInterval,max_state,max_obs,max_action,min_state,min_obs,min_action
da5c5d7f-9519-4fa8-b97c-765ba621c647,3.4,868.55,10011.7,0.00870732,  Preset timeout reached,100,100,100,0.99,2016-09-23 01:39:34,0.2,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
3f927cde-a8fa-4a72-8074-d426c1ea83bf,3.36,824.54,10058.8,0.00774071,  Preset timeout reached,100,100,100,0.99,2016-09-23 04:33:36,0.175,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
35a65f28-d9cc-4d4d-9197-2dbc17390f19,3.39,820.45,10199.6,0.00614387,  Preset timeout reached,100,100,100,0.99,2016-09-23 07:29:53,0.15,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
6eb8e948-81e3-450b-98f6-38a90f0be0f0,3.36,799.78,10107,0.00492843,  Preset timeout reached,100,100,100,0.99,2016-09-23 10:24:43,0.125,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
072eead4-0693-493d-9cd6-6b7a34ef5c5b,3.4,744.04,10084.1,0.0035517,  Preset timeout reached,100,100,100,0.99,2016-09-23 13:19:07,0.1,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
4c463c75-48be-41e5-a432-c6ea823fa61e,3.4,735.88,10125.7,0.00246504,  Preset timeout reached,100,100,100,0.99,2016-09-23 16:14:17,0.075,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
fa3bc850-ef2c-410d-be5c-546f306498c0,3.35,687.03,10019.8,0.000999001,  Preset timeout reached,100,100,100,0.99,2016-09-23 19:07:41,0.05,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
0624df80-73ce-4abf-964e-6f9956e8db2c,3.44,526.56,10365.8,0.0029028,  Preset timeout reached,100,100,100,0.99,2016-09-23 22:07:00,0.025,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
c6405fa9-72a3-41e3-bdf4-1796d91cf39b,3.5,913.32,10200.8,0.059307,  Preset timeout reached,100,100,100,0.99,2016-09-24 01:03:16,0.2,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
e271a7f4-a131-4409-89ee-40fec02231fc,3.5,903.16,10266,0.0510303,  Preset timeout reached,100,100,100,0.99,2016-09-24 04:00:40,0.175,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
74aa0035-f57b-437e-9bfa-850cb46b7715,3.6,856.36,10271.1,0.0418116,  Preset timeout reached,100,100,100,0.99,2016-09-24 06:58:19,0.15,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
3e355774-b667-4ffd-a321-6dee8cb35991,3.52,846.08,10095.5,0.0346323,  Preset timeout reached,100,100,100,0.99,2016-09-24 09:52:52,0.125,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
9bca6017-55d6-4aaf-afa2-598289caaa0b,3.59,810.06,10009.1,0.0263814,  Preset timeout reached,100,100,100,0.99,2016-09-24 12:46:00,0.1,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
561debf7-c933-492b-9b50-7ef3669cb956,3.59,813.09,10046,0.0178068,  Preset timeout reached,100,100,100,0.99,2016-09-24 15:39:45,0.075,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
be493e08-960d-46a6-ab2f-8441cd63f70c,3.56,722.1,10030.4,0.0102934,  Preset timeout reached,100,100,100,0.99,2016-09-24 18:33:30,0.05,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
3f1a46cd-c8ef-42fb-8408-87028a93fb59,3.51,621.24,10040.5,0.0206039,  Preset timeout reached,100,100,100,0.99,2016-09-24 21:27:11,0.025,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
f95bff04-d400-436e-b402-05aa76b6b5ef,3.59,915.66,10349.4,0.164286,  Preset timeout reached,100,100,100,0.99,2016-09-25 00:26:02,0.2,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
79efbf17-469c-4b5b-9ad8-4a2b35eb9227,3.6,900.7,10058,0.145597,  Preset timeout reached,100,100,100,0.99,2016-09-25 03:20:02,0.175,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
7c9c06e3-87e5-4d91-852c-bc14c162f3f3,3.53,875.48,10089.4,0.116497,  Preset timeout reached,100,100,100,0.99,2016-09-25 06:14:28,0.15,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
6ba2f0e8-08f8-4253-9ba6-666f7a32fae4,3.59,850.56,10200.3,0.0948891,  Preset timeout reached,100,100,100,0.99,2016-09-25 09:10:52,0.125,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
fa4fc0be-dfd6-4a74-bf20-008ecb8ab49c,3.53,850.64,10254.2,0.0711686,  Preset timeout reached,100,100,100,0.99,2016-09-25 12:08:03,0.1,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,NULL,10000,100,1.2,1.2,1.2,0,0,0 
