id,load_time_sec,init_time_sec,run_time_sec,final_precision,end_condition,n_states,n_obs,n_actions,discount,date,r,sigma_m,K,C,sigma_g,discount.1,model,precision,memory,timeout,timeInterval,max_state,max_obs,max_action,min_state,min_obs,min_action
5ba2dae4-e8bc-47b9-82c5-29a0c171189e,15.14,4592.73,20375,0.0602637,  Preset timeout reached,150,150,150,0.99,2016-09-24 14:46:25,0.125,0.4,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
d15e1bb8-8567-4aad-8284-b2cdf76f2c97,13.89,4716.04,21401.2,0.0746996,  Preset timeout reached,150,150,150,0.99,2016-09-24 14:46:59,0.15,0.4,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
32703956-328f-479a-b48f-4963a9907ff4,14.37,4255.42,20393.5,0.0447117,  Preset timeout reached,150,150,150,0.99,2016-09-24 21:08:02,0.1,0.4,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
e4426242-c55a-4ff3-a74c-9ed37c8710e6,15.56,3969.21,20276.2,0.0328067,  Preset timeout reached,150,150,150,0.99,2016-09-24 21:16:10,0.075,0.4,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
36c4535c-ade5-493b-806d-27bb07c0a4d8,15.35,3168.1,20136.7,0.0102382,  Preset timeout reached,150,150,150,0.99,2016-09-24 21:16:51,0.025,0.4,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
cf5738ca-7d8b-4e38-a6e3-0252f882c73b,14.8,3806,20594.6,0.019977,  Preset timeout reached,150,150,150,0.99,2016-09-24 21:29:17,0.05,0.4,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
b0d9c918-3d95-4428-90cf-38a8827e59bd,16.36,4951.26,20240,0.175562,  Preset timeout reached,150,150,150,0.99,2016-09-25 03:42:16,0.2,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
1e8ed0be-03f6-427c-9b15-93fe419368df,15.59,4825.78,20028.5,0.151838,  Preset timeout reached,150,150,150,0.99,2016-09-25 03:48:46,0.175,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
988c93c5-5fb2-4b9a-9965-33d278d4af2b,15.4,4507.09,20756.1,0.0965077,  Preset timeout reached,150,150,150,0.99,2016-09-25 04:00:25,0.125,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
6c26229a-5527-4cfa-94c9-66e5c88df674,14.89,4646.57,20297.2,0.124915,  Preset timeout reached,150,150,150,0.99,2016-09-25 04:04:39,0.15,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
3501df95-9845-451c-845e-e6d955399da7,15.7,4666.96,20318.2,0.0775562,  Preset timeout reached,150,150,150,0.99,2016-09-25 10:16:29,0.1,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
78d8dc36-92e3-4f8b-9b79-e86f3d137e02,16.54,4265.03,20140.3,0.0557327,  Preset timeout reached,150,150,150,0.99,2016-09-25 10:23:03,0.075,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
614138b0-8bac-4b12-8b07-2243c6680207,15.87,3312.61,20732.7,0.0212304,  Preset timeout reached,150,150,150,0.99,2016-09-25 10:46:05,0.025,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
7713fbb0-a3b0-4f5c-b159-ac787ab3a065,13.25,3735.52,20485.2,0.0338611,  Preset timeout reached,150,150,150,0.99,2016-09-25 10:46:20,0.05,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,9799086.25,20000,100,1.2,1.2,1.2,0,0,0 
