044c30fd-0d49-4974-be1b-b9e9289bfc21,4.17,871.02,1252.65,0.0836441,NA,100,100,100,0.99,2016-09-22 06:11:40,0.15,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
6e25ad63-fea7-44d3-aef7-ca831ffcec4b,4.14,864.93,1255.2,0.0662921,NA,100,100,100,0.99,2016-09-22 06:11:52,0.125,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
23e999bd-eb41-4831-b6db-23b35dcc9fe4,4.29,911.92,1310.25,0.0899894,NA,100,100,100,0.99,2016-09-22 06:12:31,0.175,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
765ec20a-fc5b-4d8f-9ab5-b5a8379297e7,4.08,942.28,1354.8,0.108513,NA,100,100,100,0.99,2016-09-22 06:13:39,0.2,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
0e78ba20-8ca3-4d26-936a-70702ba871a6,4.09,774.16,1465.49,0.0026874,NA,100,100,100,0.99,2016-09-22 06:15:08,0.075,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
1e375045-1f34-4dcc-9ee5-320dd679b361,4,859.2,1482.72,0.00716018,NA,100,100,100,0.99,2016-09-22 06:15:28,0.15,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
3999705b-ab66-48d8-ac8a-3b8fbd86e6db,3.97,849.84,1496.95,0.00644874,NA,100,100,100,0.99,2016-09-22 06:15:41,0.125,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
194baab1-5d94-47eb-aa7c-653a95da146d,4,888.83,1487.41,0.0103821,NA,100,100,100,0.99,2016-09-22 06:15:45,0.2,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
2edadcc5-d82f-43d9-8581-60b4bbc71c07,4,721.1,1507.64,0.00109958,NA,100,100,100,0.99,2016-09-22 06:15:50,0.05,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
b3111d9b-ebbd-4fe4-b689-385fce53f43e,3.99,905.18,1527.49,0.00860747,NA,100,100,100,0.99,2016-09-22 06:16:07,0.175,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,117589,10000,100,1.2,1.2,1.2,0,0,0,seq(0, 1.2^(1/p), len=100)^p
