id,load_time_sec,init_time_sec,run_time_sec,final_precision,end_condition,n_states,n_obs,n_actions,discount,date,r,sigma_m,sigma_g,noise,model,K,C,precision,timeout,timeInterval,max_state,max_obs,max_action,min_state,min_obs,min_action,cost,beta
449f4e3acd99,8.24,1156.02,12251.6,0.133127,  Preset timeout reached,120,120,120,0.95,2017-08-12 17:37:05,0.75,0.5,0.1,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f1997fa60,8.53,1173.34,10598.5,0.2392,  Preset timeout reached,120,120,120,0.95,2017-08-12 20:56:44,1,0.5,0.1,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f645c16e,8.1,1848.58,11945.6,0.000747812,  Preset timeout reached,120,120,120,0.95,2017-08-13 00:38:24,0.5,0.1,0.2,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f712ee8df,8.43,1859.66,12040.6,0.00140419,  Preset timeout reached,120,120,120,0.95,2017-08-13 04:21:24,0.75,0.1,0.2,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f774b97a3,8.38,1930.82,10144.1,0.00241835,  Preset timeout reached,120,120,120,0.95,2017-08-13 07:33:10,1,0.1,0.2,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f2d03648a,8.44,2014.72,10264.5,0.0325583,  Preset timeout reached,120,120,120,0.95,2017-08-13 10:47:41,0.5,0.3,0.2,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f2a8d91a4,8.76,2022.56,10430.2,0.0587165,  Preset timeout reached,120,120,120,0.95,2017-08-13 14:05:54,0.75,0.3,0.2,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f36cea628,8.02,2110.46,10504.5,0.097902,  Preset timeout reached,120,120,120,0.95,2017-08-13 17:24:28,1,0.3,0.2,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f146142b7,8.67,2033.95,10352.9,0.0624986,  Preset timeout reached,120,120,120,0.95,2017-08-13 20:40:06,0.5,0.4,0.2,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f6d59c7e3,7.74,2074.06,10781.7,0.118101,  Preset timeout reached,120,120,120,0.95,2017-08-14 00:02:34,0.75,0.4,0.2,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f3e21800a,7.99,2087.66,10893.2,0.213639,  Preset timeout reached,120,120,120,0.95,2017-08-14 03:27:00,1,0.4,0.2,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f6675ba44,7.8,1914.91,10748.4,0.0988302,  Preset timeout reached,120,120,120,0.95,2017-08-14 06:47:27,0.5,0.5,0.2,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f35585b25,7.76,1936.22,10922.1,0.173853,  Preset timeout reached,120,120,120,0.95,2017-08-14 10:10:45,0.75,0.5,0.2,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f2708ae96,7.85,2022.93,12139.2,0.322505,  Preset timeout reached,120,120,120,0.95,2017-08-14 13:54:40,1,0.5,0.2,lognormal,ricker,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f7b945e46,7.46,879.31,10908.1,0.000658021,  Preset timeout reached,120,120,120,0.95,2017-08-14 17:17:09,0.5,0.1,0.1,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f158a8abb,7.34,886,10965.9,0.00149985,  Preset timeout reached,120,120,120,0.95,2017-08-14 20:40:32,0.75,0.1,0.1,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f4feac3fd,7.44,897.68,11058.2,0.00281731,  Preset timeout reached,120,120,120,0.95,2017-08-15 00:05:28,1,0.1,0.1,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f16d1b8a7,7.69,939.53,11760.6,0.012365,  Preset timeout reached,120,120,120,0.95,2017-08-15 03:42:51,0.5,0.3,0.1,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f5d70ccf0,7.85,956.03,11595.1,0.0262427,  Preset timeout reached,120,120,120,0.95,2017-08-15 07:17:57,0.75,0.3,0.1,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f3cf0ddad,8.3,1014.44,11833.3,0.0407922,  Preset timeout reached,120,120,120,0.95,2017-08-15 10:57:50,1,0.3,0.1,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f65aad911,8.06,1004.94,10049.3,0.0195828,  Preset timeout reached,120,120,120,0.95,2017-08-15 14:08:11,0.5,0.4,0.1,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f112da0bc,7.98,1021.62,12097.2,0.0424449,  Preset timeout reached,120,120,120,0.95,2017-08-15 17:52:42,0.75,0.4,0.1,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f50299319,8.31,1038.11,12128.2,0.0609965,  Preset timeout reached,120,120,120,0.95,2017-08-15 21:37:28,1,0.4,0.1,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f341dfe8d,7.91,1007.29,10701.5,0.0260536,  Preset timeout reached,120,120,120,0.95,2017-08-16 00:58:30,0.5,0.5,0.1,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f65c95abb,7.62,1006.56,10395.1,0.0540707,  Preset timeout reached,120,120,120,0.95,2017-08-16 04:14:39,0.75,0.5,0.1,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f25da0d25,8.39,1117.11,11771.8,0.0820266,  Preset timeout reached,120,120,120,0.95,2017-08-16 07:55:04,1,0.5,0.1,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f17da118,8.67,1889.97,11948.9,0.000391812,  Preset timeout reached,120,120,120,0.95,2017-08-16 11:37:47,0.5,0.1,0.2,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f75be1a6e,8.61,1812.01,11903.6,0.000692864,  Preset timeout reached,120,120,120,0.95,2017-08-16 15:18:48,0.75,0.1,0.2,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f7c3d9f4,7.88,1667.07,11775.9,0.00102697,  Preset timeout reached,120,120,120,0.95,2017-08-16 18:56:39,1,0.1,0.2,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f7d1e0119,8.66,1851.96,10116.7,0.0127654,  Preset timeout reached,120,120,120,0.95,2017-08-16 22:08:34,0.5,0.3,0.2,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f7518e07b,8.54,1876.24,10397.3,0.0291858,  Preset timeout reached,120,120,120,0.95,2017-08-17 01:25:10,0.75,0.3,0.2,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f11209a92,8.08,1897.37,10234.3,0.0474865,  Preset timeout reached,120,120,120,0.95,2017-08-17 04:38:04,1,0.3,0.2,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f4f7ce17e,8.2,1806.42,10207.6,0.0192707,  Preset timeout reached,120,120,120,0.95,2017-08-17 07:51:06,0.5,0.4,0.2,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f1009de3,7.83,1822.61,10533.8,0.0477771,  Preset timeout reached,120,120,120,0.95,2017-08-17 11:08:50,0.75,0.4,0.2,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f7a0ddee5,7.85,1759.05,10291.4,0.0848479,  Preset timeout reached,120,120,120,0.95,2017-08-17 14:21:33,1,0.4,0.2,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f2dbef56b,7.82,1746.96,10286.4,0.0248544,  Preset timeout reached,120,120,120,0.95,2017-08-17 17:34:17,0.5,0.5,0.2,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f272bb5ce,7.76,1783.67,11234.9,0.0638641,  Preset timeout reached,120,120,120,0.95,2017-08-17 21:02:46,0.75,0.5,0.2,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
449f550f6e24,7.65,1778.63,11057.9,0.119934,  Preset timeout reached,120,120,120,0.95,2017-08-18 00:28:29,1,0.5,0.2,lognormal,allen,0.9,0.2,1e-07,10000,2000,2.5,2.5,2.5,0,0,0,none,0
