id,load_time_sec,init_time_sec,run_time_sec,final_precision,end_condition,n_states,n_obs,n_actions,discount,date,r,sigma_m,K,C,sigma_g,discount.1,model,precision,timeout,timeInterval,max_state,max_obs,max_action,min_state,min_obs,min_action
3ac76c50b16,14.5,5341.9,156586,0.000475509,  Preset timeout reached,150,150,150,0.99,2017-01-08 19:38:40,0.025,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-08,150000,15000,1.2,1.2,1.2,0,0,0
3b376c50b16,14.42,6408.73,158900,0.00545188,  Preset timeout reached,150,150,150,0.99,2017-01-08 20:18:07,0.2,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-08,150000,15000,1.2,1.2,1.2,0,0,0
3b276c50b16,14.64,6718.68,161885,0.00494382,  Preset timeout reached,150,150,150,0.99,2017-01-08 21:06:33,0.175,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-08,150000,15000,1.2,1.2,1.2,0,0,0
3b3df9eb63,13.48,6636.68,155188,0.0370628,  Preset timeout reached,150,150,150,0.99,2017-01-10 16:20:39,0.2,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-08,150000,15000,1.2,1.2,1.2,0,0,0
3b2df9eb63,14.04,6282.13,154535,0.0299485,  Preset timeout reached,150,150,150,0.99,2017-01-10 16:54:49,0.175,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-08,150000,15000,1.2,1.2,1.2,0,0,0
3acdf9eb63,14.64,5430.14,161356,0.00353269,  Preset timeout reached,150,150,150,0.99,2017-01-10 17:23:18,0.025,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-08,150000,15000,1.2,1.2,1.2,0,0,0
3b36c701421,14.5,6610.21,154749,0.0819928,  Preset timeout reached,150,150,150,0.99,2017-01-12 12:15:08,0.2,0.5,0.9903371,NA,0.01720091,0.99,ricker,1e-08,150000,15000,1.2,1.2,1.2,0,0,0
3ac6c701421,14.24,4523.66,151497,0.0110801,  Preset timeout reached,150,150,150,0.99,2017-01-12 12:22:06,0.025,0.5,0.9903371,NA,0.01720091,0.99,ricker,1e-08,150000,15000,1.2,1.2,1.2,0,0,0
3b26c701421,14.7,6262.3,159162,0.0687763,  Preset timeout reached,150,150,150,0.99,2017-01-12 14:01:49,0.175,0.5,0.9903371,NA,0.01720091,0.99,ricker,1e-08,150000,15000,1.2,1.2,1.2,0,0,0
