id,load_time_sec,init_time_sec,run_time_sec,final_precision,end_condition,n_states,n_obs,n_actions,discount,date,r,sigma_m,K,C,sigma_g,discount.1,model,precision,memory,timeout,timeInterval,max_state,max_obs,max_action,min_state,min_obs,min_action
4731f323-dda3-4b84-b1cf-f16bc16218d6,11.87,4388.29,4608.57,0.0287841,NA,150,150,150,0.99,2016-09-23 04:19:26,0.2,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
730002c0-63de-4fc9-85cd-ae3b83427c26,12.24,4415.12,4614.98,0.0229901,NA,150,150,150,0.99,2016-09-23 06:24:18,0.175,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
58f42301-ba86-4bb6-be09-f339a0cf6b46,11.89,4302.89,4504.7,0.0181872,NA,150,150,150,0.99,2016-09-23 08:27:52,0.15,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
651fec63-2ec8-466e-89bd-69a68c1194c8,11.91,4152.65,4368.91,0.0153332,NA,150,150,150,0.99,2016-09-23 10:29:01,0.125,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
8b463b09-ac0d-402c-9a04-9015a85f6c6b,11.87,4092.86,4327.92,0.0117695,NA,150,150,150,0.99,2016-09-23 12:28:56,0.1,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
b5664548-1c0b-45cf-a12f-54dd63910979,12.11,3828.8,4086.24,0.00946269,NA,150,150,150,0.99,2016-09-23 14:24:39,0.075,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
beb302a8-2a05-40a1-b5dd-aa0fa541ea34,11.97,3648.19,3884.81,0.00419202,NA,150,150,150,0.99,2016-09-23 16:16:47,0.05,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
3607748a-ddf4-4ac7-b8b9-9e61d52e755c,11.91,2893.53,3951.42,0.00123889,NA,150,150,150,0.99,2016-09-23 18:08:50,0.025,0.1,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
8c2aea55-7e28-4e14-bbee-3c8c112c9e4f,12.37,4786.61,4969.24,0.228815,NA,150,150,150,0.99,2016-09-23 20:19:05,0.2,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
e8c5f184-85e2-40cf-8743-8f93aca18d9b,12.27,4761.92,4960.71,0.195825,NA,150,150,150,0.99,2016-09-23 22:28:01,0.175,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
9b0d7353-43b0-40b1-be49-86af545816b6,12.43,4403.7,4590.81,0.154671,NA,150,150,150,0.99,2016-09-24 00:31:41,0.15,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
dc4c8ac4-5feb-4a24-a7a9-ae717539ba9f,12.2,4534.96,4703.24,0.134816,NA,150,150,150,0.99,2016-09-24 02:36:23,0.125,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
4234ef24-c5d9-4646-a464-968e215a7291,12.52,4315.13,4503.84,0.160035,NA,150,150,150,0.99,2016-09-24 04:38:43,0.1,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
49ce8a95-2b77-4886-ba25-698250e3cc1b,12.53,4236.18,4397.91,0.113072,NA,150,150,150,0.99,2016-09-24 06:38:51,0.075,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
9b3b051b-9f1c-4da5-ba4f-450608d93131,12.56,3951.87,4149.4,0.0726559,NA,150,150,150,0.99,2016-09-24 08:34:52,0.05,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
f76aeddc-e49c-4c9d-903a-8199267d8b62,12.53,3246.61,3472.49,0.0216252,NA,150,150,150,0.99,2016-09-24 10:20:03,0.025,0.3,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
24acca63-6d64-463f-83af-94cb35ad4654,12.68,5105.55,5231.98,0.637041,NA,150,150,150,0.99,2016-09-24 12:35:05,0.2,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
8df09028-1452-44cb-bfca-5fef62191b56,12.38,4724.08,4873.06,0.57418,NA,150,150,150,0.99,2016-09-24 14:42:31,0.175,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
0a46dd6f-f14d-421d-80a0-017cd756d5aa,12.77,4889.34,5041.61,0.484759,NA,150,150,150,0.99,2016-09-24 16:53:28,0.15,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
64bb3cb5-1323-4eae-bc17-c21e71af7cd0,12.93,4572.07,4694.26,0.399278,NA,150,150,150,0.99,2016-09-24 18:58:15,0.125,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
892fba9c-e7f1-47d0-bbfe-0ce9b9a3425d,12.71,4545.37,4683.83,0.35597,NA,150,150,150,0.99,2016-09-24 21:03:05,0.1,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
63d8a32e-329a-4edd-ae1d-09cf4f74c38a,12.52,4101.21,4239.76,0.235112,NA,150,150,150,0.99,2016-09-24 23:00:39,0.075,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
d18693c5-895e-44a6-9101-af8982f57786,12.45,3925.03,4081.71,0.208483,NA,150,150,150,0.99,2016-09-25 00:54:58,0.05,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
fcb586de-c20a-4e87-b3e8-c8f663dbbfb2,12.58,3399.8,3672.84,0.0734487,NA,150,150,150,0.99,2016-09-25 02:43:37,0.025,0.6,0.9903371,NA,0.01720091,0.99,ricker,1e-07,15612308,1.2,1.2,1.2,0,0 
